State_Name,District_Name,Crop,Crop_Year,Season,Area,Production,Yield
Punjab,Punjab District 1,Wheat,2023,Rabi,3745,55154.99830356999,12.564218958611482
Punjab,Punjab District 4,Maize,2010,Rabi,2221,3253.7814634590623,1.3489419180549302
Punjab,Punjab District 2,Maize,2011,Kharif,4119,37944.274242544845,10.8249575139597
Punjab,Punjab District 4,Maize,2012,Summer,3564,18826.894361703795,4.930695847362514
Punjab,Punjab District 4,Maize,2013,Rabi,181,27477.943077611046,121.48066298342542
Punjab,Punjab District 1,Maize,2014,Rabi,2519,8177.634134003972,3.2373957919809446
Punjab,Punjab District 3,Maize,2015,Rabi,580,22437.773047227223,41.16034482758621
Punjab,Punjab District 1,Maize,2016,Kharif,2467,56006.46123822906,17.6769355492501
Punjab,Punjab District 3,Maize,2017,Kharif,4500,14711.270075453007,2.857111111111111
Punjab,Punjab District 1,Maize,2018,Kharif,2152,35409.54380134417,19.067843866171003
Punjab,Punjab District 2,Maize,2019,Kharif,1119,31505.905656604806,33.28150134048257
Punjab,Punjab District 4,Maize,2020,Rabi,4743,35488.701310858676,7.8517815728441915
Punjab,Punjab District 2,Maize,2021,Rabi,3032,17481.063884352767,5.816622691292876
Punjab,Punjab District 2,Maize,2022,Summer,4656,19407.658791452708,4.448024054982818
Punjab,Punjab District 3,Maize,2023,Summer,1377,31168.654954822694,24.742193173565724
Punjab,Punjab District 3,Cotton,2010,Kharif,2593,4794.091520849377,1.4596991901272658
Punjab,Punjab District 4,Cotton,2011,Summer,2281,11762.878256966289,4.7838667251205615
Punjab,Punjab District 3,Cotton,2012,Kharif,4319,12129.708131730315,2.537624450104191
Punjab,Punjab District 4,Cotton,2013,Kharif,4869,47487.384035797026,7.606284658040665
Punjab,Punjab District 1,Cotton,2014,Rabi,580,14430.644161551341,24.089655172413792
Punjab,Punjab District 2,Cotton,2015,Kharif,4259,5768.184295597698,1.131955858182672
Punjab,Punjab District 2,Cotton,2016,Rabi,3634,43440.65403521469,10.959548706659328
Punjab,Punjab District 1,Cotton,2017,Rabi,1669,1959.7445118640073,1.0203714799281007
Punjab,Punjab District 2,Cotton,2018,Summer,1519,2965.9519098921874,1.9479921000658327
Punjab,Punjab District 1,Cotton,2019,Rabi,4754,16784.24618977777,2.8359276398822044
Punjab,Punjab District 3,Cotton,2020,Rabi,2483,39297.50026092034,14.485300040273863
Punjab,Punjab District 1,Cotton,2021,Summer,3777,40639.72995533723,12.97987821021975
Punjab,Punjab District 4,Cotton,2022,Rabi,964,26261.3353318726,31.206431535269708
Punjab,Punjab District 1,Cotton,2023,Summer,2112,18097.019308661413,8.088068181818182
Punjab,Punjab District 2,Sugarcane,2010,Summer,4903,26319.451351186075,5.657556598001224
Punjab,Punjab District 4,Sugarcane,2011,Rabi,4399,28220.532800160177,5.931575358035917
Punjab,Punjab District 2,Sugarcane,2012,Rabi,2654,19634.035834453167,6.646948003014318
Punjab,Punjab District 4,Sugarcane,2013,Rabi,1223,41589.82728369301,36.27800490596893
Punjab,Punjab District 4,Sugarcane,2014,Summer,3706,46590.930863093425,12.199136535348083
Punjab,Punjab District 1,Sugarcane,2015,Rabi,1001,44292.328048865296,38.425574425574425
Punjab,Punjab District 2,Sugarcane,2016,Kharif,3860,39496.713350539365,10.25259067357513
Punjab,Punjab District 2,Sugarcane,2017,Kharif,860,54316.31116018989,57.801162790697674
Punjab,Punjab District 1,Sugarcane,2018,Summer,2591,37238.3524829192,17.617522192203783
Punjab,Punjab District 2,Sugarcane,2019,Rabi,687,46109.58854983396,51.874818049490536
Punjab,Punjab District 2,Sugarcane,2020,Rabi,893,16645.52451913342,19.74020156774916
Punjab,Punjab District 2,Sugarcane,2021,Summer,360,47485.47558893282,117.82777777777778
Punjab,Punjab District 1,Sugarcane,2022,Kharif,1919,37376.13576061497,20.75508077123502
Punjab,Punjab District 4,Sugarcane,2023,Rabi,1028,14046.14146604674,15.10603112840467
Punjab,Punjab District 3,Pulses,2010,Summer,814,14816.691237416126,16.255528255528255
Punjab,Punjab District 4,Pulses,2011,Summer,4907,978.3198454507583,0.23598940289382514
Punjab,Punjab District 4,Pulses,2012,Rabi,1074,40002.731994631395,41.08752327746741
Punjab,Punjab District 2,Pulses,2013,Summer,1497,51138.20980581815,29.944555778223112
Punjab,Punjab District 1,Pulses,2014,Rabi,3041,57792.525773575944,16.287734297928314
Punjab,Punjab District 1,Pulses,2015,Rabi,239,38223.80906027156,192.85355648535565
Punjab,Punjab District 2,Pulses,2016,Rabi,3355,7680.852664996786,2.3135618479880775
Punjab,Punjab District 2,Pulses,2017,Rabi,904,30097.53689038006,36.908185840707965
Punjab,Punjab District 4,Pulses,2018,Kharif,1920,14019.64701757397,7.541666666666667
Punjab,Punjab District 1,Pulses,2019,Rabi,904,25913.704352127676,29.05420353982301
Punjab,Punjab District 3,Pulses,2020,Rabi,4651,35372.002259282875,7.4250698774457105
Punjab,Punjab District 4,Pulses,2021,Kharif,996,41369.55662172749,33.6355421686747
Punjab,Punjab District 3,Pulses,2022,Kharif,2091,51672.847588207675,23.582974653275944
Punjab,Punjab District 1,Pulses,2023,Kharif,3936,3759.607932938884,0.9283536585365854
Punjab,Punjab District 3,Groundnut,2010,Summer,1729,6842.55420275135,3.9612492770387506
Punjab,Punjab District 3,Groundnut,2011,Kharif,1043,6910.273654599483,6.843720038350911
Punjab,Punjab District 3,Groundnut,2012,Kharif,2880,47431.734439201085,15.29375
Punjab,Punjab District 1,Groundnut,2013,Summer,4855,28558.268166153786,4.905046343975283
Punjab,Punjab District 4,Groundnut,2014,Rabi,3798,23102.17964182982,6.948130595050026
Punjab,Punjab District 2,Groundnut,2015,Summer,3660,43570.247962412555,9.33551912568306
Punjab,Punjab District 4,Groundnut,2016,Rabi,2347,17894.119032344548,8.523647209203238
Punjab,Punjab District 2,Groundnut,2017,Summer,2583,45853.819276912945,14.072009291521487
Punjab,Punjab District 2,Groundnut,2018,Summer,4110,17686.228406049842,4.914841849148418
Punjab,Punjab District 4,Groundnut,2019,Kharif,2696,22943.699144513095,7.181750741839763
Punjab,Punjab District 2,Groundnut,2020,Kharif,4960,11053.901121079358,2.13125
Punjab,Punjab District 2,Groundnut,2021,Rabi,1720,15703.001918375627,8.123255813953488
Punjab,Punjab District 1,Groundnut,2022,Rabi,2016,10819.235303025165,4.907738095238095
Punjab,Punjab District 1,Groundnut,2023,Rabi,1303,14776.540545600586,11.867996930161167
Punjab,Punjab District 3,Soybean,2010,Kharif,2863,16311.225846672254,4.455117010129235
Punjab,Punjab District 2,Soybean,2011,Kharif,3327,39027.41027825594,11.238352870453863
Punjab,Punjab District 1,Soybean,2012,Summer,1746,12073.069404034595,5.946162657502864
Punjab,Punjab District 4,Soybean,2013,Rabi,4896,18220.228755952387,4.403390522875817
Punjab,Punjab District 3,Soybean,2014,Kharif,2001,42888.004043987836,19.46776611694153
Punjab,Punjab District 1,Soybean,2015,Kharif,2282,17444.953033896567,6.070990359333917
Punjab,Punjab District 4,Soybean,2016,Kharif,3760,39430.42888173792,8.383510638297873
Punjab,Punjab District 4,Soybean,2017,Rabi,4960,18806.545250211082,2.9911290322580646
Punjab,Punjab District 3,Soybean,2018,Summer,1070,41258.32187097118,40.22990654205608
Punjab,Punjab District 4,Soybean,2019,Rabi,958,27755.26365505584,24.26304801670146
Punjab,Punjab District 3,Soybean,2020,Rabi,1185,44948.27252962657,40.40506329113924
Punjab,Punjab District 4,Soybean,2021,Rabi,3073,59319.28242331931,15.162707452001301
Punjab,Punjab District 1,Soybean,2022,Rabi,4763,31721.530175477517,7.587024984253621
Punjab,Punjab District 1,Soybean,2023,Summer,2858,45772.901850220456,13.0444366689993
Punjab,Punjab District 1,Jowar,2010,Summer,4916,14009.036359900985,2.871033360455655
Punjab,Punjab District 4,Jowar,2011,Kharif,4479,53048.767339656486,9.230185309220808
Punjab,Punjab District 1,Jowar,2012,Kharif,2594,31032.013549471747,14.158442559753277
Punjab,Punjab District 4,Jowar,2013,Summer,808,2365.1911116133547,3.50990099009901
Punjab,Punjab District 3,Jowar,2014,Rabi,2394,30565.49948104057,14.587719298245615
Punjab,Punjab District 4,Jowar,2015,Summer,3607,26656.85098556667,7.377044635431107
Punjab,Punjab District 1,Jowar,2016,Kharif,1696,9801.374388666776,6.4817216981132075
Punjab,Punjab District 3,Jowar,2017,Rabi,474,45183.971116416426,94.36919831223629
Punjab,Punjab District 3,Jowar,2018,Kharif,3586,15943.498631367454,4.0577244841048525
Punjab,Punjab District 2,Jowar,2019,Summer,2001,50696.389150904935,21.861569215392304
Punjab,Punjab District 1,Jowar,2020,Kharif,854,4360.529949083642,5.166276346604215
Punjab,Punjab District 1,Jowar,2021,Rabi,248,20532.345106172677,65.66935483870968
Punjab,Punjab District 3,Jowar,2022,Summer,973,57163.41156429281,49.644398766700924
Punjab,Punjab District 2,Jowar,2023,Rabi,2489,6968.781015381458,2.827641623141824
Punjab,Punjab District 4,Bajra,2010,Rabi,2444,32367.276702935746,13.620294599018003
Punjab,Punjab District 4,Bajra,2011,Rabi,2862,33608.26896277623,13.986722571628231
Punjab,Punjab District 1,Bajra,2012,Rabi,4101,21830.675077943106,6.292367715191417
Punjab,Punjab District 1,Bajra,2013,Rabi,3278,48548.23788503558,14.342586943258084
Punjab,Punjab District 4,Bajra,2014,Rabi,580,12929.458306073395,17.408620689655173
Punjab,Punjab District 1,Bajra,2015,Summer,4787,25637.825925378245,4.327344892416963
Punjab,Punjab District 4,Bajra,2016,Rabi,2560,28393.16872968529,9.485546875
Punjab,Punjab District 1,Bajra,2017,Rabi,1947,12749.22316555945,7.513097072419106
Punjab,Punjab District 2,Bajra,2018,Summer,3811,15405.351790571603,3.390186302807662
Punjab,Punjab District 1,Bajra,2019,Rabi,4348,2697.199163593811,0.5648574057037719
Punjab,Punjab District 1,Bajra,2020,Rabi,3428,12129.01959105798,3.2832555425904317
Punjab,Punjab District 2,Bajra,2021,Kharif,1005,12972.24533480623,14.972139303482587
Punjab,Punjab District 2,Bajra,2022,Kharif,4641,57160.97519275446,9.563025210084033
Punjab,Punjab District 3,Bajra,2023,Summer,1520,6631.752635165861,3.594078947368421
Haryana,Haryana District 2,Rice,2010,Rabi,1629,54714.47264585067,27.372007366482503
Haryana,Haryana District 1,Rice,2011,Kharif,2592,13754.7146760676,4.4309413580246915
Haryana,Haryana District 4,Rice,2012,Kharif,3560,34108.28551529029,7.792134831460674
Haryana,Haryana District 1,Rice,2013,Summer,4730,10446.692362281507,1.7152219873150105
Haryana,Haryana District 1,Rice,2014,Summer,351,44061.67484899583,137.1082621082621
Haryana,Haryana District 2,Rice,2015,Summer,2874,3434.5124371566326,1.1764091858037578
Haryana,Haryana District 1,Rice,2016,Rabi,336,53708.89730349056,139.61011904761904
Haryana,Haryana District 4,Rice,2017,Kharif,3773,39767.39595034378,10.96448449509674
Haryana,Haryana District 1,Rice,2018,Summer,136,29688.388261114982,169.22058823529412
Haryana,Haryana District 2,Rice,2019,Summer,4134,18203.457207323656,3.439767779390421
Haryana,Haryana District 1,Rice,2020,Kharif,2275,42393.11890456401,19.462857142857143
Haryana,Haryana District 1,Rice,2021,Rabi,3517,13507.228696545606,4.010520329826557
Haryana,Haryana District 3,Rice,2022,Rabi,2225,56435.93688625142,20.315955056179774
Haryana,Haryana District 3,Rice,2023,Rabi,1018,15635.65041633699,15.137524557956779
Haryana,Haryana District 4,Wheat,2010,Kharif,401,4261.86640114958,8.536159600997506
Haryana,Haryana District 3,Wheat,2011,Summer,1285,39254.062888796536,33.2
Haryana,Haryana District 2,Wheat,2012,Rabi,3682,34697.122213786366,8.37099402498642
Haryana,Haryana District 2,Wheat,2013,Rabi,2583,20841.79537031905,6.401471157568719
Haryana,Haryana District 3,Wheat,2014,Summer,4371,41852.76022327359,9.189887897506292
Haryana,Haryana District 1,Wheat,2015,Summer,3894,14177.717114391506,4.162300975860298
Haryana,Haryana District 3,Wheat,2016,Rabi,1288,48847.13361475802,35.89751552795031
Haryana,Haryana District 2,Wheat,2017,Rabi,1406,26278.653765610197,19.64153627311522
Haryana,Haryana District 3,Wheat,2018,Rabi,441,61351.4666426151,108.41950113378685
Haryana,Haryana District 3,Wheat,2019,Rabi,2462,6176.623187640569,2.8127538586515026
Haryana,Haryana District 1,Wheat,2020,Summer,2199,4773.0915486790645,2.0659390632105503
Haryana,Haryana District 4,Wheat,2021,Summer,3158,28794.045226054233,8.45820139328689
Haryana,Haryana District 3,Wheat,2022,Kharif,3710,28065.28566041987,6.518328840970351
Haryana,Haryana District 3,Wheat,2023,Kharif,4056,29091.26653543194,6.650887573964497
Haryana,Haryana District 3,Maize,2010,Rabi,4288,11964.25819294071,2.9134794776119404
Haryana,Haryana District 2,Maize,2011,Kharif,2573,36403.07335769043,11.919160513019822
Haryana,Haryana District 2,Maize,2012,Summer,3428,35780.70346450431,8.833722287047841
Haryana,Haryana District 3,Maize,2013,Rabi,2749,7391.291271901022,2.900327391778829
Haryana,Haryana District 4,Maize,2014,Summer,2357,19531.0560565323,6.899024183283835
Haryana,Haryana District 4,Maize,2015,Kharif,2732,921.2807342824602,0.400805270863836
Haryana,Haryana District 2,Maize,2016,Rabi,1062,31030.010839922772,31.984934086629004
Haryana,Haryana District 2,Maize,2017,Rabi,217,25979.035772696978,124.87557603686636
Haryana,Haryana District 2,Maize,2018,Rabi,253,38720.63582835703,143.80632411067194
Haryana,Haryana District 3,Maize,2019,Summer,498,14021.547171367887,22.80722891566265
Haryana,Haryana District 2,Maize,2020,Summer,259,57480.62841963761,176.17760617760618
Haryana,Haryana District 1,Maize,2021,Summer,1254,39466.28508918552,25.564593301435405
Haryana,Haryana District 3,Maize,2022,Summer,1755,1685.3159608741503,0.913960113960114
Haryana,Haryana District 2,Maize,2023,Kharif,2461,7085.797061126901,3.3965867533522958
Haryana,Haryana District 3,Cotton,2010,Rabi,4743,39651.17715291766,8.505587181109004
Haryana,Haryana District 1,Cotton,2011,Summer,448,6117.512094493333,15.180803571428571
Haryana,Haryana District 2,Cotton,2012,Kharif,3500,13939.351387793502,3.694857142857143
Haryana,Haryana District 2,Cotton,2013,Rabi,1206,23783.865137770565,22.854063018242122
Haryana,Haryana District 3,Cotton,2014,Kharif,3106,35559.19389864216,10.406632324533161
Haryana,Haryana District 1,Cotton,2015,Kharif,658,38852.897080935465,47.83282674772037
Haryana,Haryana District 2,Cotton,2016,Summer,2178,48807.552649633086,20.03030303030303
Haryana,Haryana District 3,Cotton,2017,Kharif,599,46022.10369288877,61.974958263772955
Haryana,Haryana District 1,Cotton,2018,Summer,388,25601.771862816662,80.53350515463917
Haryana,Haryana District 2,Cotton,2019,Summer,498,32138.625884966703,77.10441767068274
Haryana,Haryana District 3,Cotton,2020,Kharif,4292,4246.107339163348,1.1896551724137931
Haryana,Haryana District 4,Cotton,2021,Summer,1154,41027.20189391933,43.29722703639515
Haryana,Haryana District 1,Cotton,2022,Summer,2419,21578.453106965444,8.830095080611823
Haryana,Haryana District 4,Cotton,2023,Kharif,3556,4777.2891066029715,1.0492125984251968
Haryana,Haryana District 3,Sugarcane,2010,Kharif,4019,40922.334961941706,12.398357800447872
Haryana,Haryana District 4,Sugarcane,2011,Rabi,1940,41900.46399172566,17.877319587628865
Haryana,Haryana District 2,Sugarcane,2012,Summer,4274,49606.670179442866,11.061300889096865
Haryana,Haryana District 1,Sugarcane,2013,Kharif,4387,4949.67469032271,1.235240483245954
Haryana,Haryana District 3,Sugarcane,2014,Rabi,1033,26590.95111729662,25.9864472410455
Haryana,Haryana District 4,Sugarcane,2015,Summer,3968,49385.259828152804,11.100302419354838
Haryana,Haryana District 2,Sugarcane,2016,Summer,2790,3937.059328151491,1.674910394265233
Haryana,Haryana District 2,Sugarcane,2017,Rabi,3228,2346.976369356819,0.7019826517967782
Haryana,Haryana District 2,Sugarcane,2018,Summer,4546,16406.585700196018,4.207215134183898
Haryana,Haryana District 4,Sugarcane,2019,Summer,4332,50227.89373314327,11.33910433979686
Haryana,Haryana District 3,Sugarcane,2020,Kharif,1397,17063.266994902482,11.090909090909092
Haryana,Haryana District 3,Sugarcane,2021,Kharif,1162,4390.95815224016,3.1910499139414803
Haryana,Haryana District 2,Sugarcane,2022,Summer,3046,49319.466054020646,16.396585686145766
Haryana,Haryana District 1,Sugarcane,2023,Rabi,2952,21297.679917947084,5.862127371273712
Haryana,Haryana District 2,Pulses,2010,Summer,1468,6714.6366285526465,4.341280653950954
Haryana,Haryana District 3,Pulses,2011,Summer,4487,21053.39805541379,4.104524180967239
Haryana,Haryana District 3,Pulses,2012,Rabi,3629,3792.6241823200676,1.1769082391843484
Haryana,Haryana District 2,Pulses,2013,Rabi,3960,30282.636402465552,8.279040404040405
Haryana,Haryana District 1,Pulses,2014,Summer,3340,24785.661987404925,6.394311377245509
Haryana,Haryana District 1,Pulses,2015,Summer,403,50568.267313302786,110.19354838709677
Haryana,Haryana District 3,Pulses,2016,Kharif,1543,61871.4265332924,31.64808813998704
Haryana,Haryana District 1,Pulses,2017,Summer,1477,16212.200781478923,12.752877454299256
Haryana,Haryana District 3,Pulses,2018,Kharif,4215,19896.976700738996,4.053143534994069
Haryana,Haryana District 2,Pulses,2019,Summer,2415,28771.99029878735,11.474120082815736
Haryana,Haryana District 3,Pulses,2020,Kharif,1436,25708.656658811877,21.605153203342617
Haryana,Haryana District 1,Pulses,2021,Summer,2222,20998.87371239893,11.474347434743475
Haryana,Haryana District 2,Pulses,2022,Kharif,2258,42107.000688913926,15.474313551815767
Haryana,Haryana District 1,Pulses,2023,Rabi,1275,17331.94303655018,12.058039215686275
Haryana,Haryana District 2,Groundnut,2010,Rabi,1001,13714.26834417793,15.125874125874127
Haryana,Haryana District 4,Groundnut,2011,Kharif,1032,40464.055685002546,37.53585271317829
Haryana,Haryana District 1,Groundnut,2012,Summer,1698,51483.10643702966,27.32567726737338
Haryana,Haryana District 1,Groundnut,2013,Rabi,3895,17234.642307924216,4.389987163029525
Haryana,Haryana District 4,Groundnut,2014,Summer,2275,5902.783460528356,3.165714285714286
Haryana,Haryana District 4,Groundnut,2015,Kharif,729,36995.21848731199,59.519890260631
Haryana,Haryana District 3,Groundnut,2016,Summer,4197,47547.91041004393,9.90421729807005
Haryana,Haryana District 4,Groundnut,2017,Kharif,4509,13115.679555061248,3.1621202040363716
Haryana,Haryana District 2,Groundnut,2018,Rabi,1674,18257.84917317104,9.610513739545997
Haryana,Haryana District 3,Groundnut,2019,Summer,1882,57432.575607737555,26.240701381509034
Haryana,Haryana District 3,Groundnut,2020,Summer,4501,31498.28850218165,7.684070206620751
Haryana,Haryana District 1,Groundnut,2021,Kharif,4055,31923.313136954042,8.50505548705302
Haryana,Haryana District 3,Groundnut,2022,Rabi,1953,32288.88091584644,18.361495135688685
Haryana,Haryana District 3,Groundnut,2023,Kharif,4396,9705.534072629494,1.978616924476797
Haryana,Haryana District 1,Soybean,2010,Summer,1688,48219.653347726075,22.052725118483412
Haryana,Haryana District 2,Soybean,2011,Kharif,1927,48444.85505367438,25.634146341463413
Haryana,Haryana District 2,Soybean,2012,Summer,2902,31496.263749921844,10.018607856650586
Haryana,Haryana District 1,Soybean,2013,Rabi,277,27965.777540735486,125.2418772563177
Haryana,Haryana District 1,Soybean,2014,Summer,1421,15991.732612937152,13.354679802955665
Haryana,Haryana District 2,Soybean,2015,Summer,3630,11307.61916004493,2.713774104683196
Haryana,Haryana District 1,Soybean,2016,Rabi,734,31935.800472259325,52.89100817438692
Haryana,Haryana District 3,Soybean,2017,Summer,3759,42428.53418576168,9.110401702580473
Haryana,Haryana District 4,Soybean,2018,Rabi,1645,28371.08718075044,14.161702127659574
Haryana,Haryana District 2,Soybean,2019,Rabi,4738,3919.072933120208,0.7908400168847615
Haryana,Haryana District 4,Soybean,2020,Rabi,3101,30632.376757372564,9.215414382457272
Haryana,Haryana District 1,Soybean,2021,Kharif,2824,6218.396244426635,2.552053824362606
Haryana,Haryana District 2,Soybean,2022,Kharif,3735,25270.79707587812,7.396519410977242
Haryana,Haryana District 3,Soybean,2023,Kharif,2157,39950.15563428776,22.197032916087156
Haryana,Haryana District 2,Jowar,2010,Summer,3825,48573.42308418049,10.437385620915032
Haryana,Haryana District 2,Jowar,2011,Summer,236,22280.72642665212,98.29237288135593
Haryana,Haryana District 2,Jowar,2012,Kharif,1582,18212.381745419414,10.2724399494311
Haryana,Haryana District 3,Jowar,2013,Kharif,1599,39422.87805177224,28.116322701688556
Haryana,Haryana District 2,Jowar,2014,Summer,1921,39666.34099661788,22.76158250910984
Haryana,Haryana District 1,Jowar,2015,Kharif,1372,9903.925888801594,7.709912536443149
Haryana,Haryana District 3,Jowar,2016,Summer,1272,52996.534799454974,37.3812893081761
Haryana,Haryana District 3,Jowar,2017,Kharif,4596,56052.18103164537,9.385987815491731
Haryana,Haryana District 4,Jowar,2018,Summer,2903,31545.11617004325,10.075783672063382
Haryana,Haryana District 4,Jowar,2019,Summer,3472,29055.167985678134,7.831221198156682
Haryana,Haryana District 1,Jowar,2020,Kharif,1934,44122.43576120077,24.664943123061015
Haryana,Haryana District 4,Jowar,2021,Summer,1300,18234.645585753333,11.811538461538461
Haryana,Haryana District 1,Jowar,2022,Summer,1735,13746.454931374405,9.792507204610951
Haryana,Haryana District 2,Jowar,2023,Summer,4164,13612.613816633626,3.0292987512007685
Haryana,Haryana District 4,Bajra,2010,Kharif,1159,18183.45659863358,15.66609145815358
Haryana,Haryana District 1,Bajra,2011,Kharif,456,41586.380627659164,74.34649122807018
Haryana,Haryana District 1,Bajra,2012,Kharif,736,20086.958435394612,21.57201086956522
Haryana,Haryana District 4,Bajra,2013,Kharif,1889,41726.640381901925,26.038644785600848
Haryana,Haryana District 2,Bajra,2014,Kharif,3963,46370.09990923738,10.919757759273278
Haryana,Haryana District 1,Bajra,2015,Rabi,2955,15570.790809203887,5.1593908629441625
Haryana,Haryana District 4,Bajra,2016,Kharif,3002,3057.778183593326,1.0966022651565623
Haryana,Haryana District 4,Bajra,2017,Kharif,3482,5385.466198407414,1.6045376220562895
Haryana,Haryana District 1,Bajra,2018,Rabi,1165,22653.63710259982,16.720171673819742
Haryana,Haryana District 2,Bajra,2019,Summer,3037,36439.87190833617,9.651959170233784
Haryana,Haryana District 1,Bajra,2020,Summer,3783,15242.093962902012,3.867036743325403
Haryana,Haryana District 1,Bajra,2021,Rabi,1384,55275.41786983767,34.27167630057804
Haryana,Haryana District 3,Bajra,2022,Summer,1978,38856.40357186145,22.86248736097068
Haryana,Haryana District 3,Bajra,2023,Summer,1391,39554.75550353441,24.629043853342917
Uttar Pradesh,Uttar Pradesh District 1,Rice,2010,Summer,2258,41682.53777925579,14.528786536758194
Uttar Pradesh,Uttar Pradesh District 2,Rice,2011,Summer,3888,25351.45736186531,6.656378600823046
Uttar Pradesh,Uttar Pradesh District 3,Rice,2012,Kharif,4008,32795.027101589396,6.692864271457085
Uttar Pradesh,Uttar Pradesh District 3,Rice,2013,Rabi,2783,23158.77755154643,7.578512396694215
Uttar Pradesh,Uttar Pradesh District 3,Rice,2014,Summer,2399,39226.598812415876,15.578157565652354
Uttar Pradesh,Uttar Pradesh District 4,Rice,2015,Summer,161,29694.90526790614,183.87577639751552
Uttar Pradesh,Uttar Pradesh District 3,Rice,2016,Kharif,4616,38099.18780397763,8.219887348353552
Uttar Pradesh,Uttar Pradesh District 2,Rice,2017,Summer,4857,22410.153419979462,3.778875849289685
Uttar Pradesh,Uttar Pradesh District 4,Rice,2018,Kharif,3341,14882.63953416267,4.558814726129901
Uttar Pradesh,Uttar Pradesh District 3,Rice,2019,Summer,4294,39116.38236618107,8.6040987424313
Uttar Pradesh,Uttar Pradesh District 1,Rice,2020,Rabi,2269,46523.87716700096,16.52049360951961
Uttar Pradesh,Uttar Pradesh District 2,Rice,2021,Summer,3229,55955.32869538524,15.40414989160731
Uttar Pradesh,Uttar Pradesh District 1,Rice,2022,Rabi,1050,3196.004931098601,2.9561904761904763
Uttar Pradesh,Uttar Pradesh District 3,Rice,2023,Rabi,3057,5075.518470037772,1.4455348380765456
Uttar Pradesh,Uttar Pradesh District 2,Wheat,2010,Summer,360,5849.361182461659,15.866666666666667
Uttar Pradesh,Uttar Pradesh District 4,Wheat,2011,Summer,4022,26054.71274383122,7.495027349577325
Uttar Pradesh,Uttar Pradesh District 3,Wheat,2012,Rabi,3033,31741.87010053884,12.727992087042532
Uttar Pradesh,Uttar Pradesh District 4,Wheat,2013,Kharif,3306,25940.615838086556,6.681790683605565
Uttar Pradesh,Uttar Pradesh District 1,Wheat,2014,Kharif,3081,3505.443494030546,1.2450503083414475
Uttar Pradesh,Uttar Pradesh District 2,Wheat,2015,Rabi,4543,46335.283974855665,8.192824125027515
Uttar Pradesh,Uttar Pradesh District 1,Wheat,2016,Rabi,1282,28006.956583174062,22.578783151326054
Uttar Pradesh,Uttar Pradesh District 4,Wheat,2017,Kharif,3380,12774.003310314312,4.395562130177515
Uttar Pradesh,Uttar Pradesh District 4,Wheat,2018,Rabi,1413,24232.21253488371,18.319179051663127
Uttar Pradesh,Uttar Pradesh District 3,Wheat,2019,Rabi,1943,4060.1427470759636,2.0123520329387543
Uttar Pradesh,Uttar Pradesh District 4,Wheat,2020,Summer,2305,16860.766825663966,8.339262472885032
Uttar Pradesh,Uttar Pradesh District 3,Wheat,2021,Kharif,104,7349.776447317209,55.125
