state_name,district_name,crop,year,season,area,production,yield,data_level
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
,,,,,0.0,0.0,0.0,state
